,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
150004,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:01
150005,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:01
150006,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:01
150007,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:02
150008,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:02
150009,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:02
150014,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:04
150015,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:04
150016,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:04
150017,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:04
150018,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:04
150019,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:04
150024,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:07
150025,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:07
150026,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:07
150027,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:07
150028,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:07
150029,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:07
150034,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:09
150035,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:10
150036,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:10
150037,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:10
150038,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:10
150039,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:10
150044,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:12
150045,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:12
150046,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:12
150047,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:12
150048,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:12
150049,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:13
150054,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:15
150055,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:15
150056,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:15
150057,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:15
150058,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:15
150059,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:15
150064,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:18
150065,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 05:40:18
150066,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 05:40:18
150067,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 05:40:18
150068,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 05:40:18
150069,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 05:40:18
150074,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 05:40:20
