,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
2066668,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:22
2066669,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:22
2066674,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066675,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066676,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066677,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066678,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066679,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:24
2066684,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066685,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066686,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066687,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066688,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066689,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:27
2066694,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:29
2066695,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:30
2066696,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:30
2066697,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:30
2066698,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:30
2066699,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:30
2066704,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:32
2066705,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:32
2066706,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:32
2066707,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:32
2066708,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:32
2066709,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:33
2066714,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066715,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066716,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066717,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066718,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066719,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:35
2066724,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066725,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066726,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066727,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066728,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066729,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:38
2066734,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:40
2066735,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:40
2066736,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:40
2066737,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:41
2066738,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:41
2066739,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:41
2066744,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066745,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066746,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066747,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066748,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066749,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:43
2066754,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066755,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066756,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066757,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066758,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066759,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:46
2066764,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:48
2066765,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:49
2066766,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 00:23:49
