,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
600004,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:09
600005,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:09
600006,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:09
600007,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:09
600008,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:09
600009,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-25 22:48:09
600014,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:11
600015,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:12
600016,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:12
600017,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:12
600018,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:12
600019,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-25 22:48:12
600024,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:14
600025,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:14
600026,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:14
600027,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:14
600028,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:14
600029,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-25 22:48:15
600034,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:17
600035,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:17
600036,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:17
600037,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:17
600038,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:17
600039,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-25 22:48:17
600044,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:20
600045,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:20
600046,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:20
600047,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:20
600048,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:20
600049,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-25 22:48:20
600054,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-25 22:48:22
600055,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-25 22:48:22
600056,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-25 22:48:22
600057,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-25 22:48:23
600058,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-25 22:48:23
