,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
2116668,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:37
2116669,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:37
2116674,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116675,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116676,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116677,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116678,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116679,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:40
2116684,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:42
2116685,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:43
2116686,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:43
2116687,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:43
2116688,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:43
2116689,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:43
2116694,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:45
2116695,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:45
2116696,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:45
2116697,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:45
2116698,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:45
2116699,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:46
2116704,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116705,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116706,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116707,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116708,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116709,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:48
2116714,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116715,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116716,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116717,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116718,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116719,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:51
2116724,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:53
2116725,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:53
2116726,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:53
2116727,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:54
2116728,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:54
2116729,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:54
2116734,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116735,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116736,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116737,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116738,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116739,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:56
2116744,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116745,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116746,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116747,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116748,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116749,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:09:59
2116754,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:01
2116755,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:01
2116756,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:02
2116757,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:02
2116758,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:02
2116759,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:02
2116764,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116765,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116766,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116767,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116768,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116769,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:04
2116774,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116775,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116776,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116777,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116778,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116779,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:07
2116784,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116785,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116786,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116787,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116788,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116789,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:10
2116794,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:12
2116795,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:12
2116796,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:12
2116797,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:12
2116798,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:13
2116799,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:13
2116804,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116805,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116806,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116807,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116808,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116809,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:15
2116814,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116815,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116816,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116817,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116818,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116819,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:18
2116824,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:20
2116825,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:20
2116826,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:21
2116827,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:21
2116828,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:21
2116829,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:21
2116834,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116835,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116836,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116837,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116838,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116839,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:23
2116844,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116845,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116846,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116847,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116848,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116849,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:26
2116854,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:28
2116855,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:29
2116856,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:29
2116857,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:29
2116858,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:29
2116859,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:29
2116864,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:31
2116865,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:31
2116866,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:31
2116867,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:31
2116868,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:31
2116869,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:32
2116874,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116875,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116876,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116877,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116878,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116879,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:34
2116884,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116885,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116886,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116887,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116888,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116889,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:37
2116894,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:39
2116895,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:39
2116896,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:39
2116897,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:40
2116898,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:40
2116899,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:40
2116904,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116905,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116906,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116907,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116908,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116909,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:42
2116914,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116915,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116916,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116917,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116918,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116919,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:45
2116924,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116925,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116926,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116927,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116928,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116929,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:48
2116934,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:50
2116935,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:50
2116936,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 04:10:50
