,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
2150004,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:29
2150005,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:29
2150006,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:29
2150007,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:29
2150008,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:30
2150009,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:30
2150014,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150015,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150016,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150017,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150018,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150019,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:32
2150024,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150025,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150026,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150027,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150028,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150029,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:35
2150034,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:37
2150035,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:37
2150036,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:38
2150037,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:38
2150038,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:38
2150039,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:38
2150044,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
2150045,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
2150046,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
2150047,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
2150048,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
2150049,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 06:40:40
