,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
1333336,radialhorizontal,2.877,9.35,6.089,37.987,6.612,19.025,2021-06-28 16:58:57
1333337,radialvertical,3.675,4.174,2.785,20.093,2.951,10.846,2021-06-28 16:58:57
1333338,radialhorizontal,3.492,5.243,3.321,24.49,3.707,12.947,2021-06-28 16:58:57
1333339,bearingradial,6.122,6.204,4.202,50.326,4.387,26.856,2021-06-28 16:58:58
1333344,axialdirection,2.938,1.093,0.229,4.437,0.773,2.272,2021-06-28 16:59:00
1333345,radialvertical,3.576,6.563,3.993,31.489,4.64,16.593,2021-06-28 16:59:00
1333346,radialhorizontal,3.018,9.288,6.098,37.113,6.568,19.82,2021-06-28 16:59:00
1333347,radialvertical,4.119,4.002,2.621,21.795,2.83,11.655,2021-06-28 16:59:00
1333348,radialhorizontal,4.457,5.437,3.68,32.126,3.845,17.135,2021-06-28 16:59:00
1333349,bearingradial,5.525,6.267,4.278,47.242,4.431,24.485,2021-06-28 16:59:00
1333354,axialdirection,3.013,1.163,0.209,4.824,0.823,2.478,2021-06-28 16:59:03
1333355,radialvertical,3.741,6.643,3.961,34.649,4.698,17.571,2021-06-28 16:59:03
1333356,radialhorizontal,3.055,9.376,6.077,39.389,6.63,20.251,2021-06-28 16:59:03
1333357,radialvertical,3.582,4.126,2.698,20.583,2.918,10.45,2021-06-28 16:59:03
1333358,radialhorizontal,4.306,5.386,3.276,32.182,3.808,16.398,2021-06-28 16:59:03
1333359,bearingradial,5.181,6.22,4.016,42.66,4.398,22.786,2021-06-28 16:59:03
1333364,axialdirection,3.369,1.119,0.236,4.827,0.748,2.525,2021-06-28 16:59:05
1333365,radialvertical,3.425,6.579,3.928,30.843,4.652,15.932,2021-06-28 16:59:06
1333366,radialhorizontal,2.791,9.367,6.071,36.789,6.623,18.484,2021-06-28 16:59:06
1333367,radialvertical,3.833,4.096,2.633,20.88,2.896,11.1,2021-06-28 16:59:06
1333368,radialhorizontal,3.6,5.431,3.38,27.599,3.84,13.827,2021-06-28 16:59:06
1333369,bearingradial,5.336,6.004,3.937,41.374,4.246,22.654,2021-06-28 16:59:06
1333374,axialdirection,3.028,1.13,0.205,4.671,0.799,2.42,2021-06-28 16:59:08
1333375,radialvertical,3.479,6.645,3.96,32.414,4.699,16.346,2021-06-28 16:59:08
1333376,radialhorizontal,3.043,9.419,6.082,38.995,6.66,20.266,2021-06-28 16:59:08
1333377,radialvertical,3.73,4.094,2.599,21.365,2.895,10.799,2021-06-28 16:59:08
