,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
1550004,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550005,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550006,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550007,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550008,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550009,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:39
1550014,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:41
1550015,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:41
1550016,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:41
1550017,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:41
1550018,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:42
1550019,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:42
1550024,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550025,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550026,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550027,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550028,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550029,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:44
1550034,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550035,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550036,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550037,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550038,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550039,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:47
1550044,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:49
1550045,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:49
1550046,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:49
1550047,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:50
1550048,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:50
1550049,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:50
1550054,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550055,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550056,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550057,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550058,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550059,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:52
1550064,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550065,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550066,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550067,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550068,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550069,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:55
1550074,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:57
1550075,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:58
1550076,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:58
1550077,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:58
1550078,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:58
1550079,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:20:58
1550084,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
1550085,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
1550086,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
1550087,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
1550088,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
1550089,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 09:21:00
