,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
266668,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:15
266669,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:15
266674,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:17
266675,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:17
266676,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:18
266677,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:18
266678,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:18
266679,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:18
266684,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:20
266685,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:20
266686,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:20
266687,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:20
266688,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:20
266689,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:20
266694,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:23
266695,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:23
266696,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:23
266697,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:23
266698,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:23
266699,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:23
266704,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:26
266705,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:26
266706,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:26
266707,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:26
266708,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:26
266709,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:26
266714,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:28
266715,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:28
266716,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:28
266717,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:28
266718,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:29
266719,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:29
266724,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:31
266725,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:31
266726,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:31
266727,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:31
266728,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:31
266729,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:31
266734,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:34
266735,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:34
266736,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:34
266737,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:34
266738,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:34
266739,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:34
266744,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:36
266745,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:37
266746,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:37
266747,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:37
266748,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:37
266749,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:37
266754,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:39
266755,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:39
266756,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:39
266757,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:39
266758,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:39
266759,bearingradial,4.65,0.521,0.279,3.118,0.369,1.714,2021-06-24 14:28:39
266764,axialdirection,3.089,0.187,0.032,0.77,0.132,0.409,2021-06-24 14:28:42
266765,radialvertical,4.295,0.454,0.232,2.692,0.321,1.379,2021-06-24 14:28:42
266766,radialhorizontal,4.175,0.419,0.213,2.454,0.296,1.238,2021-06-24 14:28:42
266767,radialvertical,4.085,0.26,0.154,1.441,0.184,0.751,2021-06-24 14:28:42
266768,radialhorizontal,3.649,0.624,0.425,3.047,0.441,1.61,2021-06-24 14:28:42
266769,bearingradial,4.808,0.526,0.285,3.118,0.369,1.714,2021-06-24 14:28:42
266774,axialdirection,2.983,0.22,0.032,0.888,0.155,0.463,2021-06-24 14:28:45
266775,radialvertical,4.024,0.458,0.228,2.589,0.324,1.303,2021-06-24 14:28:45
266776,radialhorizontal,4.037,0.423,0.204,2.255,0.299,1.207,2021-06-24 14:28:45
266777,radialvertical,4.158,0.263,0.159,1.54,0.186,0.774,2021-06-24 14:28:45
266778,radialhorizontal,3.604,0.62,0.391,2.889,0.438,1.579,2021-06-24 14:28:45
266779,bearingradial,3.968,0.521,0.285,2.869,0.368,1.461,2021-06-24 14:28:45
266784,axialdirection,2.815,0.221,0.029,0.87,0.156,0.44,2021-06-24 14:28:47
266785,radialvertical,4.581,0.448,0.208,2.643,0.317,1.451,2021-06-24 14:28:47
266786,radialhorizontal,4.454,0.421,0.208,2.552,0.298,1.327,2021-06-24 14:28:47
266787,radialvertical,4.001,0.259,0.15,1.384,0.183,0.733,2021-06-24 14:28:48
266788,radialhorizontal,3.573,0.57,0.387,2.739,0.403,1.441,2021-06-24 14:28:48
266789,bearingradial,3.956,0.534,0.283,2.956,0.378,1.494,2021-06-24 14:28:48
266794,axialdirection,3.023,0.223,0.03,0.898,0.158,0.476,2021-06-24 14:28:50
266795,radialvertical,3.975,0.44,0.202,2.396,0.311,1.238,2021-06-24 14:28:50
266796,radialhorizontal,4.231,0.429,0.208,2.524,0.303,1.283,2021-06-24 14:28:50
266797,radialvertical,3.688,0.257,0.146,1.296,0.182,0.671,2021-06-24 14:28:50
266798,radialhorizontal,3.471,0.606,0.382,2.848,0.428,1.486,2021-06-24 14:28:50
266799,bearingradial,4.323,0.527,0.27,3.08,0.373,1.61,2021-06-24 14:28:50
266804,axialdirection,2.818,0.236,0.034,0.919,0.167,0.471,2021-06-24 14:28:53
266805,radialvertical,3.959,0.451,0.215,2.403,0.319,1.262,2021-06-24 14:28:53
266806,radialhorizontal,4.961,0.42,0.203,2.7,0.297,1.472,2021-06-24 14:28:53
266807,radialvertical,4.287,0.257,0.146,1.486,0.181,0.778,2021-06-24 14:28:53
266808,radialhorizontal,3.479,0.57,0.38,2.719,0.403,1.402,2021-06-24 14:28:53
266809,bearingradial,4.356,0.52,0.273,3.169,0.367,1.6,2021-06-24 14:28:53
266814,axialdirection,2.919,0.231,0.032,0.934,0.163,0.477,2021-06-24 14:28:56
266815,radialvertical,5.336,0.45,0.219,2.938,0.319,1.7,2021-06-24 14:28:56
266816,radialhorizontal,4.277,0.429,0.218,2.449,0.303,1.298,2021-06-24 14:28:56
266817,radialvertical,4.377,0.256,0.15,1.499,0.181,0.791,2021-06-24 14:28:56
266818,radialhorizontal,3.278,0.587,0.396,2.689,0.415,1.361,2021-06-24 14:28:56
266819,bearingradial,4.439,0.541,0.291,3.391,0.382,1.697,2021-06-24 14:28:56
266824,axialdirection,3.058,0.228,0.032,0.981,0.162,0.494,2021-06-24 14:28:58
266825,radialvertical,5.133,0.453,0.217,2.746,0.32,1.643,2021-06-24 14:28:58
266826,radialhorizontal,4.186,0.425,0.203,2.486,0.3,1.257,2021-06-24 14:28:59
266827,radialvertical,3.863,0.262,0.149,1.382,0.185,0.716,2021-06-24 14:28:59
266828,radialhorizontal,3.331,0.569,0.382,2.935,0.412,1.524,2021-06-24 14:28:59
266829,bearingradial,4.631,0.526,0.273,3.273,0.372,1.724,2021-06-24 14:28:59
266834,axialdirection,3.156,0.223,0.031,0.957,0.158,0.498,2021-06-24 14:29:01
266835,radialvertical,3.867,0.452,0.219,2.386,0.32,1.236,2021-06-24 14:29:01
266836,radialhorizontal,3.93,0.422,0.207,2.279,0.298,1.172,2021-06-24 14:29:01
266837,radialvertical,3.987,0.261,0.15,1.432,0.184,0.735,2021-06-24 14:29:01
266838,radialhorizontal,3.721,0.578,0.386,2.867,0.409,1.52,2021-06-24 14:29:01
266839,bearingradial,5.233,0.53,0.282,3.487,0.375,1.96,2021-06-24 14:29:01
266844,axialdirection,2.764,0.221,0.034,0.841,0.156,0.431,2021-06-24 14:29:04
266845,radialvertical,3.996,0.455,0.215,2.418,0.322,1.287,2021-06-24 14:29:04
266846,radialhorizontal,4.796,0.426,0.211,2.618,0.301,1.446,2021-06-24 14:29:04
266847,radialvertical,4.141,0.263,0.147,1.454,0.186,0.769,2021-06-24 14:29:04
266848,radialhorizontal,3.379,0.601,0.402,2.733,0.425,1.435,2021-06-24 14:29:04
266849,bearingradial,4.264,0.534,0.281,3.012,0.377,1.609,2021-06-24 14:29:04
266854,axialdirection,2.934,0.225,0.034,0.931,0.159,0.467,2021-06-24 14:29:07
266855,radialvertical,4.372,0.446,0.216,2.632,0.315,1.378,2021-06-24 14:29:07
266856,radialhorizontal,4.287,0.426,0.217,2.562,0.301,1.291,2021-06-24 14:29:07
266857,radialvertical,4.168,0.255,0.149,1.406,0.18,0.751,2021-06-24 14:29:07
266858,radialhorizontal,3.657,0.576,0.388,2.897,0.407,1.489,2021-06-24 14:29:07
266859,bearingradial,4.349,0.532,0.287,3.084,0.376,1.636,2021-06-24 14:29:07
266864,axialdirection,2.799,0.227,0.031,0.885,0.16,0.449,2021-06-24 14:29:09
266865,radialvertical,4.082,0.457,0.224,2.512,0.323,1.319,2021-06-24 14:29:09
266866,radialhorizontal,3.972,0.427,0.21,2.318,0.302,1.199,2021-06-24 14:29:09
266867,radialvertical,4.294,0.263,0.149,1.505,0.186,0.8,2021-06-24 14:29:10
266868,radialhorizontal,3.426,0.582,0.394,2.737,0.412,1.411,2021-06-24 14:29:10
266869,bearingradial,4.767,0.523,0.283,3.366,0.37,1.764,2021-06-24 14:29:10
266874,axialdirection,2.983,0.229,0.031,0.927,0.162,0.483,2021-06-24 14:29:12
266875,radialvertical,4.349,0.454,0.226,2.598,0.321,1.395,2021-06-24 14:29:12
266876,radialhorizontal,4.049,0.431,0.217,2.438,0.305,1.235,2021-06-24 14:29:12
266877,radialvertical,3.953,0.261,0.156,1.425,0.185,0.731,2021-06-24 14:29:12
266878,radialhorizontal,3.578,0.595,0.398,2.994,0.42,1.504,2021-06-24 14:29:12
266879,bearingradial,4.953,0.532,0.283,3.594,0.376,1.863,2021-06-24 14:29:12
266884,axialdirection,3.002,0.231,0.031,0.939,0.163,0.49,2021-06-24 14:29:15
266885,radialvertical,4.612,0.456,0.215,2.674,0.323,1.488,2021-06-24 14:29:15
266886,radialhorizontal,4.561,0.42,0.204,2.617,0.297,1.356,2021-06-24 14:29:15
