,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
666668,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:11
666669,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:11
666674,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:13
666675,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:13
666676,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:13
666677,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:13
666678,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:13
666679,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:13
666684,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:16
666685,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:16
666686,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:16
666687,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:16
666688,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:16
666689,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:16
666694,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:19
666695,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:19
666696,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:19
666697,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:19
666698,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:19
666699,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:19
666704,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:21
666705,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:21
666706,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:21
666707,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:21
666708,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:21
666709,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:22
666714,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:24
666715,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:24
666716,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:24
666717,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:24
666718,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:24
666719,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:24
666724,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:27
666725,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:27
666726,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:27
666727,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:27
666728,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:27
666729,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:27
666734,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 03:51:29
666735,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 03:51:29
666736,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 03:51:30
666737,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 03:51:30
666738,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 03:51:30
666739,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 03:51:30
