,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
1766668,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:05
1766669,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:05
1766674,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766675,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766676,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766677,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766678,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766679,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:07
1766684,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766685,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766686,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766687,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766688,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766689,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:10
1766694,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:12
1766695,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:13
1766696,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:13
1766697,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:13
1766698,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:13
1766699,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:13
1766704,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766705,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766706,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766707,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766708,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766709,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:15
1766714,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766715,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766716,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766717,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766718,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766719,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:18
1766724,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766725,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766726,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766727,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766728,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766729,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:21
1766734,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:23
1766735,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:23
1766736,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:23
1766737,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:24
1766738,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:24
1766739,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:24
1766744,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766745,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766746,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766747,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766748,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766749,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:26
1766754,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766755,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766756,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766757,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766758,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766759,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:29
1766764,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:31
1766765,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:31
1766766,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:32
1766767,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:32
1766768,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:32
1766769,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:32
1766774,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766775,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766776,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766777,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766778,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766779,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:34
1766784,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766785,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766786,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766787,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766788,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766789,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:37
1766794,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766795,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766796,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766797,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766798,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766799,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:40
1766804,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:42
1766805,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:42
1766806,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:42
1766807,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:43
1766808,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:43
1766809,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:43
1766814,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766815,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766816,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766817,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766818,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766819,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:45
1766824,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30 01:45:48
