,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
2166668,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:41
2166669,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:41
2166674,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166675,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166676,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166677,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166678,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166679,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:43
2166684,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166685,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166686,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166687,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166688,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166689,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:46
2166694,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:48
2166695,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:48
2166696,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:49
2166697,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:49
2166698,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:49
2166699,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:49
2166704,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166705,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166706,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166707,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166708,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166709,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:51
2166714,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166715,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166716,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166717,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166718,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166719,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:54
2166724,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166725,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166726,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166727,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166728,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166729,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:57
2166734,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:59
2166735,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:59
2166736,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:59
2166737,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:59
2166738,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:55:59
2166739,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:00
2166744,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166745,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166746,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166747,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166748,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166749,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:02
2166754,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:05
2166755,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:05
2166756,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:05
2166757,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:05
2166758,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-01 07:56:05
