,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
1483336,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:29
1483337,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:29
1483338,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:29
1483339,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:29
1483344,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:31
1483345,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:31
1483346,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:32
1483347,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:32
1483348,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:32
1483349,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:32
1483354,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483355,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483356,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483357,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483358,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483359,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:34
1483364,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483365,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483366,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483367,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483368,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483369,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:37
1483374,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483375,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483376,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483377,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483378,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483379,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:40
1483384,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:42
1483385,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:42
1483386,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:42
1483387,radialvertical,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:42
1483388,radialhorizontal,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:42
1483389,bearingradial,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:43
1483394,axialdirection,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-29 04:19:45
