,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
83336,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:45
83337,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:45
83338,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:45
83339,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:45
83344,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:37:48
83345,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:37:48
83346,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:48
83347,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:48
83348,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:48
83349,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:48
83354,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:37:50
83355,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:37:50
83356,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:50
83357,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:50
83358,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:51
83359,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:51
83364,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:37:53
83365,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:37:53
83366,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:53
83367,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:53
83368,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:53
83369,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:53
83374,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:37:56
83375,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:37:56
83376,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:56
83377,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:56
83378,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:56
83379,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:56
83384,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:37:58
83385,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:37:59
83386,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:37:59
83387,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-24 00:37:59
83388,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-24 00:37:59
83389,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-24 00:37:59
83394,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-24 00:38:01
83395,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-24 00:38:01
83396,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-24 00:38:01
