,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
316668,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:19:55
316669,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:19:55
316674,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:19:58
316675,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:19:58
316676,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:19:58
316677,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:19:58
316678,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:19:58
316679,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:19:58
316684,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:00
316685,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:00
316686,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:01
316687,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:01
316688,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:01
316689,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:01
316694,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:03
316695,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:03
316696,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:03
316697,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:03
316698,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:03
316699,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:03
316704,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:06
316705,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:06
316706,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:06
316707,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:06
316708,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:06
316709,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:06
316714,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:09
316715,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:09
316716,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:09
316717,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:09
316718,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:09
316719,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:09
316724,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:11
316725,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:11
316726,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:11
316727,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:11
316728,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:12
316729,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:12
316734,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:14
316735,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:14
316736,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:14
316737,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:14
316738,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:14
316739,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:14
316744,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:17
316745,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:17
316746,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:17
316747,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:17
316748,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:17
316749,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:17
316754,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:19
316755,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:19
316756,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:20
316757,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:20
316758,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:20
316759,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:20
316764,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:22
316765,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:22
316766,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:22
316767,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:22
316768,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:22
316769,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:22
316774,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:25
316775,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:25
316776,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:25
316777,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:25
316778,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:25
316779,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:25
316784,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:28
316785,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:28
316786,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:28
316787,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:28
316788,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:28
316789,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:28
316794,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:30
316795,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:30
316796,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:30
316797,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:30
316798,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:30
316799,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:31
316804,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:33
316805,radialvertical,4.001,0.444,0.209,2.377,0.314,1.256,2021-06-24 20:20:33
316806,radialhorizontal,4.366,0.422,0.205,2.491,0.298,1.301,2021-06-24 20:20:33
316807,radialvertical,3.818,0.249,0.149,1.33,0.176,0.673,2021-06-24 20:20:33
316808,radialhorizontal,3.476,0.587,0.397,2.71,0.415,1.442,2021-06-24 20:20:33
316809,bearingradial,4.375,0.532,0.288,2.99,0.376,1.645,2021-06-24 20:20:33
316814,axialdirection,2.916,0.219,0.032,0.893,0.155,0.452,2021-06-24 20:20:36
