,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
50004,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:06:51
50005,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:06:51
50006,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:06:51
50007,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:06:51
50008,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:06:51
50009,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:06:51
50014,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:06:54
50015,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:06:54
50016,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:06:54
50017,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:06:54
50018,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:06:54
50019,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:06:54
50024,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:06:56
50025,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:06:56
50026,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:06:56
50027,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:06:56
50028,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:06:57
50029,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:06:57
50034,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:06:59
50035,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:06:59
50036,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:06:59
50037,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:06:59
50038,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:06:59
50039,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:06:59
50044,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:02
50045,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:02
50046,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:02
50047,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:02
50048,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:02
50049,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:02
50054,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:04
50055,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:04
50056,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:05
50057,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:05
50058,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:05
50059,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:05
50064,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:07
50065,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:07
50066,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:07
50067,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:07
50068,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:07
50069,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:07
50074,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:10
50075,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:10
50076,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:10
50077,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:10
50078,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:10
50079,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:10
50084,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:13
50085,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:13
50086,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:13
50087,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:13
50088,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:13
50089,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:13
50094,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:15
50095,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:15
50096,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:15
50097,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:16
50098,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:16
50099,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:16
50104,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:18
50105,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:18
50106,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:18
50107,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:18
50108,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:18
50109,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:18
50114,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:21
50115,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:21
50116,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:21
50117,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:21
50118,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:21
50119,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:21
50124,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:23
50125,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:24
50126,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:24
50127,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:24
50128,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:24
50129,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:24
50134,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:26
50135,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:26
50136,radialhorizontal,3.448,0.275,0.131,1.336,0.195,0.671,2021-06-23 22:07:26
50137,radialvertical,3.969,0.206,0.113,1.105,0.145,0.577,2021-06-23 22:07:26
50138,radialhorizontal,3.799,0.281,0.151,1.464,0.199,0.755,2021-06-23 22:07:26
50139,bearingradial,8.689,0.494,0.278,5.586,0.349,3.033,2021-06-23 22:07:27
50144,axialdirection,3.023,0.231,0.031,0.975,0.163,0.494,2021-06-23 22:07:29
50145,radialvertical,3.518,0.364,0.114,1.738,0.257,0.906,2021-06-23 22:07:29
