,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
866668,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 18:56:51
866669,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:51
866674,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:56:54
866675,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 18:56:54
866676,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:54
866677,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:56:54
866678,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 18:56:54
866679,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:54
866684,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:56:57
866685,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 18:56:57
866686,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:57
866687,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:56:57
866688,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 18:56:57
866689,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:57
866694,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:56:59
866695,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 18:56:59
866696,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:56:59
866697,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:57:00
866698,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 18:57:00
866699,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:57:00
866704,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:57:02
866705,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 18:57:02
866706,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 18:57:02
866707,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 18:57:02
866708,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 18:57:02
