,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
733336,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:01
733337,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:01
733338,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:01
733339,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:01
733344,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:03
733345,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:03
733346,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:03
733347,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:03
733348,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:03
733349,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:04
733354,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:06
733355,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:06
733356,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:06
733357,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:06
733358,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:06
733359,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:06
733364,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:09
733365,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:09
733366,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:09
733367,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:09
733368,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:09
733369,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:09
733374,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:11
733375,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:11
733376,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:11
733377,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:11
733378,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:12
733379,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:12
733384,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:14
733385,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:14
733386,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:14
733387,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:14
733388,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:14
733389,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:14
733394,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:17
733395,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:17
733396,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:17
733397,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:17
733398,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:17
733399,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:17
733404,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:19
733405,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:19
733406,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:20
733407,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:20
733408,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:20
733409,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:20
733414,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:22
733415,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:22
733416,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:22
733417,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:22
733418,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:22
733419,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:22
733424,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:25
733425,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:25
733426,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:25
733427,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:25
733428,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:25
733429,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:25
733434,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:28
733435,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:28
733436,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:28
733437,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:28
733438,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:28
733439,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:28
733444,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:30
733445,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:30
733446,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:30
733447,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:30
733448,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:31
733449,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:31
733454,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:33
733455,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:33
733456,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:33
733457,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:33
733458,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:33
733459,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:33
733464,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:36
733465,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:36
733466,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:36
733467,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:36
733468,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:36
733469,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:36
733474,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:38
733475,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:38
733476,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:39
733477,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:39
733478,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:39
733479,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:39
733484,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:41
733485,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:41
733486,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:41
733487,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:41
733488,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:41
733489,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:41
733494,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:44
733495,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:44
733496,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:44
733497,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 08:53:44
733498,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 08:53:44
733499,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 08:53:44
733504,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 08:53:46
733505,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 08:53:47
733506,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 08:53:47
