,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
800004,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:00
800005,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:00
800006,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:00
800007,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:00
800008,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:00
800009,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:00
800014,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:03
800015,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:03
800016,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:03
800017,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:03
800018,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:03
800019,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:03
800024,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:05
800025,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:05
800026,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:06
800027,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:06
800028,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:06
800029,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:06
800034,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:08
800035,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:08
800036,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:08
800037,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:08
800038,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:08
800039,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:08
800044,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:11
800045,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:11
800046,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:11
800047,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:11
800048,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:11
800049,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:11
800054,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:14
800055,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:14
800056,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:14
800057,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:14
800058,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:14
800059,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:14
800064,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:16
800065,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:16
800066,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:16
800067,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:16
800068,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:17
800069,bearingradial,3.852,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:17
800074,axialdirection,3.829,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:19
800075,radialvertical,4.164,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:19
800076,radialhorizontal,4.047,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:19
800077,radialvertical,3.861,0.001,0.001,0.007,0.001,0.004,2021-06-26 13:54:19
800078,radialhorizontal,4.028,0.001,0.001,0.008,0.001,0.004,2021-06-26 13:54:19
