,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
300004,axialdirection,2.986,0.202,0.032,0.842,0.143,0.427,2021-06-24 19:04:30
300005,radialvertical,4.462,0.464,0.235,2.707,0.328,1.462,2021-06-24 19:04:31
300006,radialhorizontal,3.95,0.426,0.212,2.267,0.301,1.189,2021-06-24 19:04:31
300007,radialvertical,3.896,0.261,0.153,1.437,0.185,0.72,2021-06-24 19:04:31
300008,radialhorizontal,3.795,0.558,0.381,2.891,0.394,1.497,2021-06-24 19:04:31
300009,bearingradial,5.997,0.524,0.277,3.801,0.37,2.22,2021-06-24 19:04:31
300014,axialdirection,2.986,0.202,0.032,0.842,0.143,0.427,2021-06-24 19:04:33
300015,radialvertical,4.462,0.464,0.235,2.707,0.328,1.462,2021-06-24 19:04:33
300016,radialhorizontal,3.95,0.426,0.212,2.267,0.301,1.189,2021-06-24 19:04:33
300017,radialvertical,3.896,0.261,0.153,1.437,0.185,0.72,2021-06-24 19:04:33
300018,radialhorizontal,3.795,0.558,0.381,2.891,0.394,1.497,2021-06-24 19:04:33
300019,bearingradial,5.997,0.524,0.277,3.801,0.37,2.22,2021-06-24 19:04:34
300024,axialdirection,2.986,0.202,0.032,0.842,0.143,0.427,2021-06-24 19:04:36
300025,radialvertical,4.462,0.464,0.235,2.707,0.328,1.462,2021-06-24 19:04:36
300026,radialhorizontal,3.95,0.426,0.212,2.267,0.301,1.189,2021-06-24 19:04:36
300027,radialvertical,3.896,0.261,0.153,1.437,0.185,0.72,2021-06-24 19:04:36
300028,radialhorizontal,3.795,0.558,0.381,2.891,0.394,1.497,2021-06-24 19:04:36
300029,bearingradial,5.997,0.524,0.277,3.801,0.37,2.22,2021-06-24 19:04:36
300034,axialdirection,2.986,0.202,0.032,0.842,0.143,0.427,2021-06-24 19:04:39
300035,radialvertical,4.462,0.464,0.235,2.707,0.328,1.462,2021-06-24 19:04:39
300036,radialhorizontal,3.95,0.426,0.212,2.267,0.301,1.189,2021-06-24 19:04:39
300037,radialvertical,3.896,0.261,0.153,1.437,0.185,0.72,2021-06-24 19:04:39
300038,radialhorizontal,3.795,0.558,0.381,2.891,0.394,1.497,2021-06-24 19:04:39
300039,bearingradial,5.997,0.524,0.277,3.801,0.37,2.22,2021-06-24 19:04:39
300044,axialdirection,3.32,0.212,0.03,0.954,0.15,0.498,2021-06-24 19:04:41
300045,radialvertical,4.788,0.459,0.219,2.769,0.324,1.553,2021-06-24 19:04:41
300046,radialhorizontal,4.101,0.428,0.212,2.424,0.303,1.241,2021-06-24 19:04:42
300047,radialvertical,4.318,0.266,0.159,1.549,0.188,0.813,2021-06-24 19:04:42
300048,radialhorizontal,3.463,0.569,0.391,2.734,0.402,1.392,2021-06-24 19:04:42
300049,bearingradial,4.411,0.524,0.284,3.04,0.371,1.636,2021-06-24 19:04:42
300054,axialdirection,2.952,0.204,0.028,0.834,0.145,0.427,2021-06-24 19:04:44
300055,radialvertical,4.062,0.455,0.228,2.441,0.322,1.307,2021-06-24 19:04:44
300056,radialhorizontal,4.648,0.419,0.209,2.507,0.296,1.377,2021-06-24 19:04:44
300057,radialvertical,3.621,0.259,0.153,1.315,0.183,0.663,2021-06-24 19:04:44
300058,radialhorizontal,3.668,0.57,0.386,2.788,0.4,1.401,2021-06-24 19:04:44
300059,bearingradial,4.821,0.539,0.299,3.592,0.381,1.837,2021-06-24 19:04:45
300064,axialdirection,3.094,0.211,0.029,0.88,0.149,0.461,2021-06-24 19:04:47
300065,radialvertical,4.105,0.458,0.223,2.605,0.324,1.329,2021-06-24 19:04:47
300066,radialhorizontal,4.059,0.424,0.214,2.389,0.3,1.216,2021-06-24 19:04:47
300067,radialvertical,3.928,0.266,0.163,1.426,0.188,0.74,2021-06-24 19:04:47
300068,radialhorizontal,4.182,0.563,0.382,3.193,0.399,1.664,2021-06-24 19:04:47
300069,bearingradial,4.635,0.516,0.285,3.275,0.365,1.692,2021-06-24 19:04:47
300074,axialdirection,2.748,0.219,0.033,0.847,0.155,0.426,2021-06-24 19:04:50
300075,radialvertical,4.216,0.451,0.226,2.443,0.327,1.345,2021-06-24 19:04:50
300076,radialhorizontal,4.171,0.428,0.226,2.415,0.303,1.263,2021-06-24 19:04:50
300077,radialvertical,4.0,0.258,0.153,1.423,0.183,0.731,2021-06-24 19:04:50
300078,radialhorizontal,3.495,0.548,0.371,2.642,0.387,1.353,2021-06-24 19:04:50
300079,bearingradial,4.603,0.527,0.289,3.307,0.373,1.716,2021-06-24 19:04:50
300084,axialdirection,3.393,0.212,0.03,0.929,0.15,0.51,2021-06-24 19:04:52
300085,radialvertical,3.767,0.456,0.224,2.376,0.323,1.215,2021-06-24 19:04:52
300086,radialhorizontal,4.029,0.425,0.215,2.299,0.3,1.209,2021-06-24 19:04:53
300087,radialvertical,3.739,0.26,0.153,1.325,0.184,0.687,2021-06-24 19:04:53
300088,radialhorizontal,3.423,0.552,0.379,2.618,0.39,1.337,2021-06-24 19:04:53
300089,bearingradial,5.4,0.527,0.287,3.515,0.373,2.012,2021-06-24 19:04:53
300094,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:04:55
300095,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:04:55
300096,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:04:55
300097,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:04:55
300098,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:04:55
300099,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:04:55
300104,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:04:58
300105,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:04:58
300106,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:04:58
300107,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:04:58
300108,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:04:58
300109,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:04:58
300114,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:01
300115,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:01
300116,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:01
300117,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:01
300118,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:01
300119,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:01
300124,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:03
300125,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:03
300126,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:03
300127,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:04
300128,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:04
300129,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:04
300134,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:06
300135,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:06
300136,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:06
300137,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:06
300138,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:06
300139,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:06
300144,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:09
300145,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:09
300146,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:09
300147,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:09
300148,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:09
300149,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:09
300154,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:11
300155,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:12
300156,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:12
300157,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:12
300158,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:12
300159,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:12
300164,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:14
300165,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:14
300166,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:14
300167,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:14
300168,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:14
300169,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:15
300174,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:17
300175,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:17
300176,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:17
300177,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:17
300178,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:17
300179,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:17
300184,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:20
300185,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:20
300186,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:20
300187,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:20
300188,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:20
300189,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:20
300194,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:22
300195,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:22
300196,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:23
300197,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:23
300198,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:23
300199,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:23
300204,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:25
300205,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:25
300206,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:25
300207,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:25
300208,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:25
300209,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:25
300214,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:28
300215,radialvertical,3.921,0.458,0.226,2.521,0.324,1.271,2021-06-24 19:05:28
300216,radialhorizontal,4.138,0.422,0.211,2.407,0.298,1.234,2021-06-24 19:05:28
300217,radialvertical,4.253,0.263,0.151,1.532,0.186,0.79,2021-06-24 19:05:28
300218,radialhorizontal,3.394,0.57,0.384,2.579,0.403,1.368,2021-06-24 19:05:28
300219,bearingradial,5.185,0.514,0.271,3.447,0.363,1.884,2021-06-24 19:05:28
300224,axialdirection,2.913,0.205,0.032,0.845,0.145,0.423,2021-06-24 19:05:31
