,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
883336,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:36
883337,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:36
883338,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:36
883339,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:36
883344,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:39
883345,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:39
883346,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:39
883347,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:39
883348,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:39
883349,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:39
883354,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:41
883355,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:41
883356,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:41
883357,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:42
883358,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:42
883359,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:42
883364,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:44
883365,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:44
883366,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:44
883367,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:44
883368,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:44
883369,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:44
883374,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:47
883375,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:47
883376,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:47
883377,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:47
883378,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:47
883379,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:47
883384,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:49
883385,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:50
883386,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:50
883387,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:50
883388,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:50
883389,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:50
883394,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:52
883395,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:52
883396,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:52
883397,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:52
883398,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:52
883399,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:53
883404,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:55
883405,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:55
883406,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:55
883407,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:55
883408,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:55
883409,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:55
883414,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:58
883415,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:12:58
883416,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:58
883417,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:12:58
883418,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:12:58
883419,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:12:58
883424,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:00
883425,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:00
883426,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:00
883427,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:01
883428,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:01
883429,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:01
883434,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:03
883435,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:03
883436,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:03
883437,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:03
883438,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:03
883439,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:03
883444,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:06
883445,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:06
883446,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:06
883447,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:06
883448,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:06
883449,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:06
883454,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:09
883455,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:09
883456,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:09
883457,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:09
883458,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:09
883459,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:09
883464,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:11
883465,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:11
883466,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:11
883467,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:11
883468,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:12
883469,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:12
883474,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:14
883475,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:14
883476,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:14
883477,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:14
883478,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:14
883479,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:14
883484,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:17
883485,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:17
883486,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:17
883487,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:17
883488,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:17
883489,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:17
883494,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:19
883495,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:19
883496,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:20
883497,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:20
883498,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:20
883499,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:20
883504,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:22
883505,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:22
883506,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:22
883507,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:22
883508,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:22
883509,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:22
883514,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:25
883515,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:25
883516,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:25
883517,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:25
883518,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:25
883519,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:25
883524,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:28
883525,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:28
883526,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:28
883527,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:28
883528,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:28
883529,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:28
883534,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:30
883535,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:30
883536,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:30
883537,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:31
883538,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:31
883539,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:31
883544,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:33
883545,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:33
883546,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:33
883547,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:33
883548,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:33
883549,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:33
883554,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:36
883555,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 20:13:36
883556,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:36
883557,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 20:13:36
883558,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 20:13:36
883559,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 20:13:36
