,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
550004,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:05
550005,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:05
550006,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:05
550007,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:06
550008,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:06
550009,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:06
550014,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:08
550015,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:08
550016,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:08
550017,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:08
550018,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:08
550019,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:08
550024,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:11
550025,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:11
550026,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:11
550027,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:11
550028,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:11
550029,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:11
550034,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:14
550035,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:14
550036,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:14
550037,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:14
550038,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:14
550039,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:14
550044,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:16
550045,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:16
550046,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:16
550047,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:16
550048,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:17
550049,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:17
550054,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:19
550055,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:19
550056,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:19
550057,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:19
550058,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:19
550059,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:19
550064,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:22
550065,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:22
550066,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:22
550067,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:22
550068,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:22
550069,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:22
550074,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:24
550075,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:24
550076,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:25
550077,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:25
550078,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:25
550079,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:25
550084,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:27
550085,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:27
550086,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:27
550087,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:27
550088,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:27
550089,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:27
550094,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:30
550095,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:30
550096,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:30
550097,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:30
550098,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:30
550099,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:30
550104,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:33
550105,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:33
550106,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:33
550107,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:33
550108,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:33
550109,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:33
550114,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:35
550115,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:35
550116,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:35
550117,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:35
550118,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:36
550119,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:36
550124,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:38
550125,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:38
550126,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:38
550127,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:38
550128,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:38
550129,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:38
550134,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:41
550135,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:41
550136,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:41
550137,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:41
550138,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:41
550139,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:41
550144,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:43
550145,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:44
550146,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:44
550147,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:44
550148,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:44
550149,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:44
550154,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:46
550155,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:46
550156,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:46
550157,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:46
550158,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:46
550159,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:46
550164,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:49
550165,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:49
550166,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:49
550167,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:49
550168,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:49
550169,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:49
550174,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:52
550175,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:52
550176,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:52
550177,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:52
550178,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:52
550179,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:52
550184,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:54
550185,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:54
550186,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:54
550187,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:54
550188,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:55
550189,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:55
550194,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:01:57
550195,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:01:57
550196,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:01:57
550197,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:01:57
550198,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:01:57
550199,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:01:57
550204,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:00
550205,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:00
550206,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:02:00
550207,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:02:00
550208,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:02:00
550209,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:02:00
550214,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:02
550215,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:03
550216,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:02:03
550217,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:02:03
550218,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:02:03
550219,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:02:03
550224,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:05
550225,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:05
550226,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:02:05
550227,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:02:05
550228,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:02:05
550229,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:02:05
550234,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:08
550235,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:08
550236,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:02:08
550237,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:02:08
550238,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:02:08
550239,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:02:08
550244,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:11
550245,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:11
550246,radialhorizontal,4.177,0.475,0.226,2.68,0.336,1.403,2021-06-25 19:02:11
550247,radialvertical,4.167,0.28,0.165,1.638,0.198,0.826,2021-06-25 19:02:11
550248,radialhorizontal,3.075,0.66,0.447,2.845,0.467,1.435,2021-06-25 19:02:11
550249,bearingradial,5.635,0.558,0.299,4.169,0.394,2.222,2021-06-25 19:02:11
550254,axialdirection,2.839,0.261,0.034,1.032,0.184,0.524,2021-06-25 19:02:13
550255,radialvertical,4.279,0.477,0.225,2.758,0.337,1.443,2021-06-25 19:02:13
