,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
900004,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:22
900005,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:22
900006,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:22
900007,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:22
900008,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:22
900009,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:22
900014,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:25
900015,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:25
900016,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:25
900017,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:25
900018,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:25
900019,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:25
900024,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:27
900025,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:27
900026,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:27
900027,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:27
900028,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:28
900029,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:28
900034,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:30
900035,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:30
900036,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:30
900037,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:30
900038,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:30
900039,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:30
900044,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:33
900045,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:33
900046,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:33
900047,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:33
900048,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:33
900049,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:33
900054,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:35
900055,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:35
900056,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:36
900057,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:36
900058,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:36
900059,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:36
900064,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:38
900065,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:38
900066,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:38
900067,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:38
900068,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:38
900069,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:38
900074,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:41
900075,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:41
900076,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:41
900077,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:41
900078,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:41
900079,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:41
900084,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:44
900085,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-26 21:28:44
900086,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:44
900087,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-26 21:28:44
900088,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-26 21:28:44
900089,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-26 21:28:44
