,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
383336,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:14:53
383337,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:14:53
383338,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:14:53
383339,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:14:54
383344,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:14:56
383345,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:14:56
383346,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:14:56
383347,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:14:56
383348,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:14:56
383349,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:14:56
383354,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:14:59
383355,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:14:59
383356,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:14:59
383357,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:14:59
383358,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:14:59
383359,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:14:59
383364,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:01
383365,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:01
383366,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:02
383367,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:02
383368,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:02
383369,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:02
383374,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:04
383375,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:04
383376,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:04
383377,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:04
383378,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:04
383379,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:04
383384,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:07
383385,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:07
383386,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:07
383387,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:07
383388,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:07
383389,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:07
383394,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:10
383395,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:10
383396,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:10
383397,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:10
383398,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:10
383399,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:10
383404,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:12
383405,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:12
383406,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:12
383407,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:12
383408,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:13
383409,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:13
383414,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:15
383415,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:15
383416,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:15
383417,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:15
383418,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:15
383419,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:15
383424,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:18
383425,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:18
383426,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:18
383427,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:18
383428,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:18
383429,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:18
383434,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:20
383435,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:21
383436,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:21
383437,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:21
383438,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:21
383439,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:21
383444,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:23
383445,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:23
383446,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:23
383447,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:23
383448,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:23
383449,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:24
383454,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:26
383455,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:26
383456,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:26
383457,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:26
383458,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:26
383459,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:26
383464,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:29
383465,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:29
383466,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:29
383467,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:29
383468,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:29
383469,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:29
383474,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:31
383475,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:31
383476,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:31
383477,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:32
383478,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:32
383479,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:32
383484,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:34
383485,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:34
383486,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:34
383487,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:34
383488,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:34
383489,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:34
383494,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:37
383495,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:37
383496,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:37
383497,radialvertical,4.477,0.081,0.053,0.46,0.057,0.256,2021-06-25 04:15:37
383498,radialhorizontal,4.746,0.099,0.056,0.592,0.07,0.332,2021-06-25 04:15:37
383499,bearingradial,5.303,0.298,0.165,2.134,0.21,1.116,2021-06-25 04:15:37
383504,axialdirection,3.86,0.202,0.014,1.067,0.143,0.551,2021-06-25 04:15:40
383505,radialvertical,4.233,0.128,0.051,0.756,0.09,0.382,2021-06-25 04:15:40
383506,radialhorizontal,6.03,0.101,0.057,0.752,0.072,0.431,2021-06-25 04:15:40
