,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
683336,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:06:53
683337,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:06:53
683338,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:06:53
683339,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:06:53
683344,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:06:56
683345,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:06:56
683346,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:06:56
683347,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:06:56
683348,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:06:56
683349,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:06:56
683354,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:06:59
683355,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:06:59
683356,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:06:59
683357,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:06:59
683358,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:06:59
683359,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:06:59
683364,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:01
683365,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:01
683366,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:01
683367,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:02
683368,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:02
683369,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:02
683374,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:04
683375,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:04
683376,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:04
683377,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:04
683378,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:04
683379,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:04
683384,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:07
683385,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:07
683386,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:07
683387,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:07
683388,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:07
683389,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:07
683394,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:10
683395,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:10
683396,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:10
683397,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:10
683398,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:10
683399,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:10
683404,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:12
683405,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:12
683406,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:12
683407,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:12
683408,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:13
683409,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:13
683414,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:15
683415,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:15
683416,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:15
683417,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:15
683418,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:15
683419,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:15
683424,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:18
683425,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:18
683426,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:18
683427,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:18
683428,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:18
683429,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:18
683434,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:20
683435,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:20
683436,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:21
683437,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:21
683438,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:21
683439,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:21
683444,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:23
683445,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:23
683446,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:23
683447,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:23
683448,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:23
683449,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 05:07:23
683454,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 05:07:26
683455,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 05:07:26
683456,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 05:07:26
683457,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 05:07:26
683458,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 05:07:26
