,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
1000004,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:02:55
1000005,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-27 05:02:55
1000006,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:02:55
1000007,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:02:55
1000008,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-27 05:02:55
1000009,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:02:55
1000014,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:02:57
1000015,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-27 05:02:57
1000016,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:02:57
1000017,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:02:57
1000018,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-27 05:02:58
1000019,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:02:58
1000024,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:03:00
1000025,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-27 05:03:00
1000026,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:03:00
1000027,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:03:00
1000028,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-27 05:03:00
1000029,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:03:00
1000034,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:03:03
1000035,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-27 05:03:03
1000036,radialhorizontal,4.153,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:03:03
1000037,radialvertical,3.745,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:03:03
1000038,radialhorizontal,4.466,0.002,0.001,0.009,0.001,0.005,2021-06-27 05:03:03
1000039,bearingradial,4.043,0.001,0.001,0.008,0.001,0.004,2021-06-27 05:03:03
1000044,axialdirection,3.881,0.001,0.001,0.007,0.001,0.004,2021-06-27 05:03:05
1000045,radialvertical,4.521,0.001,0.001,0.009,0.001,0.005,2021-06-27 05:03:06
