,description,CrestFactor,DerivedPeak,HighFrequency,PeakPeak,RMS,TruePeak,time
650004,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:27
650005,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:27
650006,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:27
650007,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:27
650008,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:27
650009,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:27
650014,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:29
650015,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:30
650016,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:30
650017,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:30
650018,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:30
650019,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:30
650024,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:32
650025,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:32
650026,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:32
650027,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:32
650028,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:33
650029,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:33
650034,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:35
650035,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:35
650036,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:35
650037,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:35
650038,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:35
650039,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:35
650044,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:38
650045,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:38
650046,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:38
650047,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:38
650048,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:38
650049,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:38
650054,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:40
650055,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:41
650056,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:41
650057,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:41
650058,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:41
650059,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:41
650064,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:43
650065,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:43
650066,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:43
650067,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:43
650068,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:43
650069,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:44
650074,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:46
650075,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:46
650076,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:46
650077,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:46
650078,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:46
650079,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:46
650084,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:49
650085,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:49
650086,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:49
650087,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:49
650088,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:49
650089,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:49
650094,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:51
650095,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:51
650096,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:52
650097,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:52
650098,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:52
650099,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:52
650104,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:54
650105,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:54
650106,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:54
650107,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:54
650108,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:54
650109,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:54
650114,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:35:57
650115,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:35:57
650116,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:35:57
650117,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:35:57
650118,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:35:57
650119,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:35:57
650124,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:00
650125,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:00
650126,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:00
650127,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:00
650128,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:00
650129,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:00
650134,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:02
650135,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:02
650136,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:02
650137,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:02
650138,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:03
650139,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:03
650144,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:05
650145,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:05
650146,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:05
650147,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:05
650148,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:05
650149,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:05
650154,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:08
650155,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:08
650156,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:08
650157,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:08
650158,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:08
650159,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:08
650164,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:10
650165,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:11
650166,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:11
650167,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:11
650168,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:11
650169,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:11
650174,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:13
650175,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:13
650176,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:13
650177,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:13
650178,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:13
650179,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:14
650184,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:16
650185,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:16
650186,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:16
650187,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:16
650188,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:16
650189,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:16
650194,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:19
650195,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:19
650196,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:19
650197,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:19
650198,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:19
650199,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:19
650204,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:21
650205,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:21
650206,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:22
650207,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:22
650208,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:22
650209,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:22
650214,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:24
650215,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:24
650216,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:24
650217,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:24
650218,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:24
650219,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:24
650224,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:27
650225,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:27
650226,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:27
650227,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:27
650228,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:27
650229,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:27
650234,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:30
650235,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:30
650236,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:30
650237,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:30
650238,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:30
650239,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:30
650244,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:32
650245,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:32
650246,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:32
650247,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:32
650248,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:33
650249,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:33
650254,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:35
650255,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:35
650256,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:35
650257,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:35
650258,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:35
650259,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:35
650264,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:38
650265,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:38
650266,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:38
650267,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:38
650268,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:38
650269,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:38
650274,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:40
650275,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:40
650276,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:41
650277,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:41
650278,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:41
650279,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:41
650284,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:43
650285,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:43
650286,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:43
650287,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:43
650288,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:43
650289,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:43
650294,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:46
650295,radialvertical,4.005,0.5,0.249,2.765,0.353,1.416,2021-06-26 02:36:46
650296,radialhorizontal,4.599,0.465,0.218,2.807,0.329,1.512,2021-06-26 02:36:46
650297,radialvertical,3.893,0.28,0.161,1.498,0.198,0.771,2021-06-26 02:36:46
650298,radialhorizontal,3.271,0.64,0.44,2.897,0.453,1.48,2021-06-26 02:36:46
650299,bearingradial,5.693,0.571,0.311,4.335,0.404,2.3,2021-06-26 02:36:46
650304,axialdirection,2.509,0.278,0.034,0.985,0.196,0.493,2021-06-26 02:36:49
